GRP_NAME,SPE_SHIFR,FAC_NAME_SH,INST_NAME,FAC_NAME,SPEC_NAME,SPZ_NAME
7852,43.02.11,ГЭК,КОЛЛЕДЖ,Гуманитарно-экономический колледж,Гостиничный сервис,
7861,44.02.01,ГЭК,КОЛЛЕДЖ,Гуманитарно-экономический колледж,Дошкольное образование,
7862,44.02.01,ГЭК,КОЛЛЕДЖ,Гуманитарно-экономический колледж,Дошкольное образование,
7871,31.02.01,МедКол,КОЛЛЕДЖ,Медицинский колледж,Лечебное дело,
7881,34.02.01,МедКол,КОЛЛЕДЖ,Медицинский колледж,Сестринское дело,
7882,34.02.01,МедКол,КОЛЛЕДЖ,Медицинский колледж,Сестринское дело,
7884,34.02.01,МедКол,КОЛЛЕДЖ,Медицинский колледж,Сестринское дело,
7901,09.02.03,ПолКол,КОЛЛЕДЖ,Политехнический колледж,Программирование в компьютерных системах,
7902,09.02.03,ПолКол,КОЛЛЕДЖ,Политехнический колледж,Программирование в компьютерных системах,
7903,09.02.03,ПолКол,КОЛЛЕДЖ,Политехнический колледж,Программирование в компьютерных системах,
7921,15.02.08,ПолКол,КОЛЛЕДЖ,Политехнический колледж,Технология машиностроения,
7922,15.02.08,ПолКол,КОЛЛЕДЖ,Политехнический колледж,Технология машиностроения,
7931,23.02.03,ПолКол,КОЛЛЕДЖ,Политехнический колледж,Техническое обслуживание и ремонт автомобильного транспорта,
7932,23.02.03,ПолКол,КОЛЛЕДЖ,Политехнический колледж,Техническое обслуживание и ремонт автомобильного транспорта,
7941,15.02.07,ПолКол,КОЛЛЕДЖ,Политехнический колледж,Автоматизация технологических процессов и производств (по отраслям),
7942,15.02.07,ПолКол,КОЛЛЕДЖ,Политехнический колледж,Автоматизация технологических процессов и производств (по отраслям),
7951,09.02.01,ПолКол,КОЛЛЕДЖ,Политехнический колледж,Компьютерные системы и комплексы,
7961,11.02.11,ПолКол,КОЛЛЕДЖ,Политехнический колледж,Сети связи и системы коммутации,
7971,44.02.02,ГЭК,КОЛЛЕДЖ,Гуманитарно-экономический колледж,Преподавание в начальных классах,
8011,11.03.01,ОЭ,ИЭИС,Отделение электроники,Радиотехника,"Радиотехнические средства передачи, приёма и обработки сигналов"
8011,210302,ОЭ,ИЭИС,Отделение электроники,Радиотехника,Медицинская электроника
8011,210302,ОЭ,ИЭИС,Отделение электроники,Радиотехника,
8011,200700,ИЭИС,ИЭИС,Институт электронных и информационных систем,радиотехника,
8012,11.04.01,ОЭ,ИЭИС,Отделение электроники,Радиотехника,"Системы и устройства передачи, приёма и обработки сигналов"
8012,55250м,ИЭИС,ИЭИС,Институт электронных и информационных систем,радиотехника,
8021,200800,ИЭИС,ИЭИС,Институт электронных и информационных систем,проектирование и технология радиоэлектронных средств,
8021,11.03.03,ОЭ,ИЭИС,Отделение электроники,Конструирование и технология электронных средств,Проектирование и технология радиоэлектронных средств
8021,210201,ОЭ,ИЭИС,Отделение электроники,Проектирование и технология радиоэлектронных средств,
8021,200800,ФТФ,ОУФ,Физико-технический,проектирование и технология радиоэлектронных средств,
8021,551100,ФТФ,ОУФ,Физико-технический,проектирование и технология электронных средств,
8022,11.03.03,ОЭ,ИЭИС,Отделение электроники,Конструирование и технология электронных средств,Проектирование и технология радиоэлектронных средств
8022,55110м,ИЭИС,ИЭИС,Институт электронных и информационных систем,проектирование и технология электронных средств (магистерская программа),
8022,11.04.03,ОЭ,ИЭИС,Отделение электроники,Конструирование и технология электронных средств,Микроэлектроника и техника сверхвысоких частот
8022,210201,ОЭ,ИЭИС,Отделение электроники,Проектирование и технология радиоэлектронных средств,
8023,200800,ФТФ,ОУФ,Физико-технический,проектирование и технология радиоэлектронных средств,
802А,03.06.01,АСП,АСППВ,Аспирантура,Физика и астрономия,Физика конденсированного состояния
8031,210104,ОЭ,ИЭИС,Отделение электроники,Микроэлектроника и твердотельная электроника,
8031,200200,ИЭИС,ИЭИС,Институт электронных и информационных систем,микроэлектроника и полупроводниковые приборы,
8031,11.03.04,ОЭ,ИЭИС,Отделение электроники,Электроника и наноэлектроника,Микроэлектроника и твердотельная электроника
8032,210100,ОЭ,ИЭИС,Отделение электроники,Электроника и наноэлектроника,Микро- и наноэлектронные устройства
8032,210100,ОЭ,ИЭИС,Отделение электроники,Электроника и наноэлектроника,Микроэлектроника и техника сверхвысоких частот
8032,11.04.04,ОЭ,ИЭИС,Отделение электроники,Электроника и наноэлектроника,Микро- и наноэлектронные устройства
8032,210100,ОЭ,ИЭИС,Отделение электроники,Электроника и наноэлектроника,"Системы и устройства передачи, приема и обработки сигналов"
8032,55070м,ИЭИС,ИЭИС,Институт электронных и информационных систем,электронника и микроэлектроника (магистерская программа),
8033,200200,ФТФ,ОУФ,Физико-технический,микроэлектроника и полупроводниковые приборы,
8041,151001,ОМЭ,ИПТ,Механико-энергетическое отделение,Технология машиностроения,
8041,120100,ФИТ,ИПТ,Инженерно-технологический,технология машиностроения,
8041,15.03.05,ОМЭ,ИПТ,Механико-энергетическое отделение,Конструкторско-технологическое обеспечение машиностроительных производств,Технология машиностроения
8042,15.03.05,ОМЭ,ИПТ,Механико-энергетическое отделение,Конструкторско-технологическое обеспечение машиностроительных производств,Технология машиностроения
8042,15.04.05,ОМЭ,ИПТ,Механико-энергетическое отделение,Конструкторско-технологическое обеспечение машиностроительных производств,Технология машиностроения
8042,151001,ОМЭ,ИПТ,Механико-энергетическое отделение,Технология машиностроения,
8042,120100,ФИТ,ИПТ,Инженерно-технологический,технология машиностроения,
8043,15.03.05,ОМЭ,ИПТ,Механико-энергетическое отделение,Конструкторско-технологическое обеспечение машиностроительных производств,Технология машиностроения
8043,120100,ФИТ,ИПТ,Инженерно-технологический,технология машиностроения,
8043,55290м,ФИТ,ИПТ,Инженерно-технологический,"технология, обор-е и авт. маш-х пр-в (магистерская программа)",
8051,120400,ФАИС,ИПТ,"Архитектуры, искусств и строительства",машины и технология обработки металлов давлением,
8061,190601,ОМЭ,ИПТ,Механико-энергетическое отделение,Автомобили и автомобильное хозяйство,
8061,150200,ФИТ,ИПТ,Инженерно-технологический,автомобили и автомобильное хозяйство,
8061,23.03.03,ОМЭ,ИПТ,Механико-энергетическое отделение,Эксплуатация транспортно-технологических машин и комплексов,Автомобили и автомобильное хозяйство
8062,23.03.03,ОМЭ,ИПТ,Механико-энергетическое отделение,Эксплуатация транспортно-технологических машин и комплексов,Автомобили и автомобильное хозяйство
8062,150200,ФИТ,ИПТ,Инженерно-технологический,автомобили и автомобильное хозяйство,
8062,190601,ОМЭ,ИПТ,Механико-энергетическое отделение,Автомобили и автомобильное хозяйство,
8063,150200,ФИТ,ИПТ,Инженерно-технологический,автомобили и автомобильное хозяйство,
8064,150200,ФИТ,ИПТ,Инженерно-технологический,автомобили и автомобильное хозяйство,
806А,09.06.01,АСП,АСППВ,Аспирантура,Информатика и вычислительная техника,"Математическое моделирование, численные методы и комплексы программ"
8071,270102,ОС,ИПТ,Строительное отделение,Промышленное и гражданское строительство,
8071,08.03.01,ОС,ИПТ,Строительное отделение,Строительство,Промышленное и гражданское строительство
8071,290300,ФАИС,ИПТ,"Архитектуры, искусств и строительства",промышленное и гражданское строительство,
8072,08.03.01,ОС,ИПТ,Строительное отделение,Строительство,Промышленное и гражданское строительство
8072,270102,ОС,ИПТ,Строительное отделение,Промышленное и гражданское строительство,
8073,08.04.01,ОС,ИПТ,Строительное отделение,Строительство,Промышленное и гражданское строительство
8073,270102,ОС,ИПТ,Строительное отделение,Промышленное и гражданское строительство,
8074,270102,ОС,ИПТ,Строительное отделение,Промышленное и гражданское строительство,
8075,270102,ОС,ИПТ,Строительное отделение,Промышленное и гражданское строительство,
807А,11.06.01,АСП,АСППВ,Аспирантура,"Электроника, радиотехника и системы связи","Радиотехника, в том числе системы и устройства телевидения"
8081,07.03.01,ОАД,ИПТ,Архитектурно-дизайнерское отделение,Архитектура,
8081,270300,ОАД,ИПТ,Архитектурно-дизайнерское отделение,Архитектура,
8081,270301,ОАД,ИПТ,Архитектурно-дизайнерское отделение,Архитектура,
8081,290100,ФАИС,ИПТ,"Архитектуры, искусств и строительства",архитектура,
8091,220400,ИЭИС,ИЭИС,Институт электронных и информационных систем,программное обеспечение ВТ и АС,
8091,09.03.01,ОИНФ,ИЭИС,Отделение информатики,Информатика и вычислительная техника,Программное обеспечение вычислительной техники и автоматизированных систем
8091,230105,ОИНФ,ИЭИС,Отделение информатики,Программное обеспечение вычислительной техники и автоматизированных систем,
8092,220400,ИЭИС,ИЭИС,Институт электронных и информационных систем,программное обеспечение ВТ и АС,
8092,09.03.01,ОИНФ,ИЭИС,Отделение информатики,Информатика и вычислительная техника,Программное обеспечение вычислительной техники и автоматизированных систем
8093,220400,ИЭИС,ИЭИС,Институт электронных и информационных систем,программное обеспечение ВТ и АС,
8101,29.03.04,ОХТ,ИПТ,Художественно-технологическое отделение,Технология художественной обработки материалов,
8101,121200,ФАИС,ИПТ,"Архитектуры, искусств и строительства",технология художественной обработки материалов,
8101,261001,ОХТ,ИПТ,Художественно-технологическое отделение,Технология художественной обработки материалов,
8111,080507,ФУПР,ИЭУ,Управления,Менеджмент организации,
8111,061100,ФУПР,ИЭУ,Управления,менеджмент организации,
8111,38.03.02,ОУПР,ИЦЭУС,Отделение управления,Менеджмент,Управление малым бизнесом
8111,080507,ЭКС,ИЭУ,Экстернатура,Менеджмент организации,
8112,080507,ФУПР,ИЭУ,Управления,Менеджмент организации,
8112,061100,ФУПР,ИЭУ,Управления,менеджмент организации,
8112,080200,ФУПР,ИЭУ,Управления,Менеджмент,
8112,080507,ЭКС,ИЭУ,Экстернатура,Менеджмент организации,
8113,080200,ФУПР,ИЭУ,Управления,Менеджмент,
8113,061100,ФУПР,ИЭУ,Управления,менеджмент организации,
8113,080507,ЭКС,ИЭУ,Экстернатура,Менеджмент организации,
8114,38.04.02,ОУПР,ИЦЭУС,Отделение управления,Менеджмент,Проектный менеджмент
8115,080507,ЭКС,ИЭУ,Экстернатура,Менеджмент организации,
8116,080507,ЭКС,ИЭУ,Экстернатура,Менеджмент организации,
8118,080507,ЭКС,ИЭУ,Экстернатура,Менеджмент организации,
8119,080507,ЭКС,ИЭУ,Экстернатура,Менеджмент организации,
8121,44.03.05,ОЭ,ИЭИС,Отделение электроники,Педагогическое образование (с двумя профилями подготовки),Физика и информатика
8121,010400,ИЭИС,ИЭИС,Институт электронных и информационных систем,физика (учитель физики),
8122,51040м,ИЭИС,ИЭИС,Институт электронных и информационных систем,физика (магистерская программа),
8131,010100,ИЭИС,ИЭИС,Институт электронных и информационных систем,математика,
8131,44.03.05,ОИНФ,ИЭИС,Отделение информатики,Педагогическое образование (с двумя профилями подготовки),Математика и информатика
8131,050201,ОИНФ,ИЭИС,Отделение информатики,Математика,
8132,010100,ИЭИС,ИЭИС,Институт электронных и информационных систем,математика,
8141,06.03.01,ОЕНПР,ИСХПР,Отделение естественных наук и природных ресурсов,Биология,Биохимия
8141,020201,ОЕНПР,ИСХПР,Отделение естественных наук и природных ресурсов,Биология,
8141,011600,ФЕНПР,ИСХПР,Естественных наук и природных ресурсов,биология,
8142,011600,ФЕНПР,ИСХПР,Естественных наук и природных ресурсов,биология,
8143,06.03.01,ОЕНПР,ИСХПР,Отделение естественных наук и природных ресурсов,Биология,Биохимия
814А,31.06.01,АСП,АСППВ,Аспирантура,Клиническая медицина,Стоматология
814А,31.06.01,АСП,АСППВ,Аспирантура,Клиническая медицина,Инфекционные болезни
8151,050716,ФПП,ИНПО,Психолого-педагогический,Специальная психология,
815О,31.08.01,ОРД,АСППВ,Клиническая ординатура,Акушерство и гинекология,
8161,05.03.02,ОЕНПР,ИСХПР,Отделение естественных наук и природных ресурсов,География,Рекреационная география и туризм
8161,012500,ФЕНПР,ИСХПР,Естественных наук и природных ресурсов,география,
8161,020401,ОЕНПР,ИСХПР,Отделение естественных наук и природных ресурсов,География,
816О,31.08.07,ОРД,АСППВ,Клиническая ординатура,Патологическая анатомия,
8171,021815,ФЛиМК,ГИ,Лингвистики и межкультурной коммуникации,лингвистика (английский язык),
8171,45.03.02,ОФЖМК,ИГУМ,"Отделение филологии, журналистики и межкультурной коммуникации",Лингвистика,Перевод и переводоведение (английский язык)
8171,031202,ФЛМК,ИГУМ,Лингвистики и межкультурной коммуникации,Перевод и переводоведение,английский язык
8172,031202,ФЛМК,ИГУМ,Лингвистики и межкультурной коммуникации,Перевод и переводоведение,английский язык
8172,021815,ФЛиМК,ГИ,Лингвистики и межкультурной коммуникации,лингвистика (английский язык),
8173,45.04.01,ОФЖМК,ИГУМ,"Отделение филологии, журналистики и межкультурной коммуникации",Филология,Иностранные языки и межкультурная коммуникация
817О,31.08.09,ОРД,АСППВ,Клиническая ординатура,Рентгенология,
8181,45.03.02,ОФЖМК,ИГУМ,"Отделение филологии, журналистики и межкультурной коммуникации",Лингвистика,Перевод и переводоведение (немецкий язык)
8181,031202,ФЛМК,ИГУМ,Лингвистики и межкультурной коммуникации,Перевод и переводоведение,немецкий язык
8181,021816,ФЛиМК,ГИ,Лингвистики и межкультурной коммуникации,лингвистика (немецкий язык),
818О,31.08.11,ОРД,АСППВ,Клиническая ординатура,Ультразвуковая диагностика,
8191,45.03.02,ОФЖМК,ИГУМ,"Отделение филологии, журналистики и межкультурной коммуникации",Лингвистика,Перевод и переводоведение (французский язык)
8191,031202,ФЛМК,ИГУМ,Лингвистики и межкультурной коммуникации,Перевод и переводоведение,французский язык
8191,021817,ФЛиМК,ГИ,Лингвистики и межкультурной коммуникации,лингвистика (французский язык),
819О,31.08.12,ОРД,АСППВ,Клиническая ординатура,Функциональная диагностика,
8201,031202,ФЛМК,ИГУМ,Лингвистики и межкультурной коммуникации,Перевод и переводоведение,шведский язык
820О,31.08.19,ОРД,АСППВ,Клиническая ординатура,Педиатрия,
8211,050720,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Физическая культура,
8211,44.03.01,ОПОИТ,ИНПО,"Отделение педагогического образования, искусств и технологий",Педагогическое образование,Физическая культура
8212,44.03.01,ОПОИТ,ИНПО,"Отделение педагогического образования, искусств и технологий",Педагогическое образование,Физическая культура
821О,31.08.26,ОРД,АСППВ,Клиническая ординатура,Аллергология и иммунология,
8221,45.03.01,ОФЖМК,ИГУМ,"Отделение филологии, журналистики и межкультурной коммуникации",Филология,Преподавание филологических дисциплин
8221,021700,ФФЛ,ИГУМ,Филологический,филология,
8221,031001,ФФЛ,ИГУМ,Филологический,Филология,библиография и источниковедение
8221,031001,ФФЛ,ИГУМ,Филологический,Филология,русский язык и литература
8221,031000,ФФЛ,ИГУМ,Филологический,Филология,Русский язык и литература
8222,032700,ФФЛ,ИГУМ,Филологический,Филология,
8222,021700,ФФЛ,ИГУМ,Филологический,филология,
8223,021700,ФФЛ,ИГУМ,Филологический,филология,
822О,31.08.35,ОРД,АСППВ,Клиническая ординатура,Инфекционные болезни,
8231,46.03.01,ОИА,ИГУМ,Отделение истории и архивоведения,История,История России и археология
8231,030401,ФИ,ИГУМ,Исторический,История,
8231,030600,ФИ,ИГУМ,Исторический,История,История Европы и Северной Америки в новое и новейшее время
8231,020700,ИФ,ГИ,Исторический,история,
8232,46.04.01,ОИА,ИГУМ,Отделение истории и архивоведения,История,Отечественная история
8232,020700,ИФ,ГИ,Исторический,история,
8233,46.04.01,ОИА,ИГУМ,Отделение истории и архивоведения,История,История Европы и Северной Америки в новое и новейшее время
823О,31.08.36,ОРД,АСППВ,Клиническая ординатура,Кардиология,
8241,050502,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Технология и предпринимательство,
8241,44.03.05,ОПОИТ,ИНПО,"Отделение педагогического образования, искусств и технологий",Педагогическое образование (с двумя профилями подготовки),Технология и информатика
8241,030600,ФИТ1,ИНПО,Факультет искусств и технологий,технология и предпринимательство,
8241,030600,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",технология и предпринимательство,
8242,030600,ФИТ1,ИНПО,Факультет искусств и технологий,технология и предпринимательство,
8249,44.04.01,ОПОИТ,ИНПО,"Отделение педагогического образования, искусств и технологий",Педагогическое образование,Образовательный туризм
824О,31.08.42,ОРД,АСППВ,Клиническая ординатура,Неврология,
8251,44.03.05,ОПОИТ,ИНПО,"Отделение педагогического образования, искусств и технологий",Педагогическое образование (с двумя профилями подготовки),Начальное образование и дополнительное образование: внеурочная работа
8251,050708,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Педагогика и методика начального образования,Филологическое образование в начальной школе
8251,031200,ФППРР,ИНПО,Педагогики и психологии развития ребенка,педагогика и методика начального образования,
8251,44.03.01,ОПОИТ,ИНПО,"Отделение педагогического образования, искусств и технологий",Педагогическое образование,Начальное образование
8251,050708,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Педагогика и методика начального образования,
8251,031200,ФППРР,ИНПО,Педагогики и психологии развития ребенка,педагогика и методика начального образования,филология-учитель начальных классов и иностранного
8252,031200,ФППРР,ИНПО,Педагогики и психологии развития ребенка,педагогика и методика начального образования,художественно-эстетическое и духовное-нравственное воспитание младших школьников
8252,44.04.01,ОПОИТ,ИНПО,"Отделение педагогического образования, искусств и технологий",Педагогическое образование,Литературное образование
8252,050708,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Педагогика и методика начального образования,Обучение информатике в начальной школе
8252,031200,ФППРР,ИНПО,Педагогики и психологии развития ребенка,педагогика и методика начального образования,
8253,031200,ФППРР,ИНПО,Педагогики и психологии развития ребенка,педагогика и методика начального образования,физическое развитие и гражданско-патриотическое воспитание
8253,050100,ФПОИТ,ИНПО,"Педагогического образования, искусств и технологий",Педагогическое образование,Литературное образование
8253,031200,ФППРР,ИНПО,Педагогики и психологии развития ребенка,педагогика и методика начального образования,
8253,050708,БорФ,БОРОВИЧИ,Боровичский филиал,Педагогика и методика начального образования,
8254,44.04.01,ОПОИТ,ИНПО,"Отделение педагогического образования, искусств и технологий",Педагогическое образование,Православная культура в современном образовании
8254,031200,ФППРР,ИНПО,Педагогики и психологии развития ребенка,педагогика и методика начального образования,психолого-педагогическая поддержка
8255,031200,ФППРР,ИНПО,Педагогики и психологии развития ребенка,педагогика и методика начального образования,экологическое и валеологическое образование в нача
8256,031200,ФППРР,ИНПО,Педагогики и психологии развития ребенка,педагогика и методика начального образования,филологическое образование (родная словесность и иностранный язык)
8257,031200,ФППРР,ИНПО,Педагогики и психологии развития ребенка,педагогика и методика начального образования,филология-учитель начальных классов и иностранного
8258,031200,БорФ,БОРОВИЧИ,Боровичский филиал,педагогика и методика начального образования,
8259,031200,БорФ,БОРОВИЧИ,Боровичский филиал,педагогика и методика начального образования,
8259,44.04.01,ОПОИТ,ИНПО,"Отделение педагогического образования, искусств и технологий",Педагогическое образование,Литературное образование
825О,31.08.45,ОРД,АСППВ,Клиническая ординатура,Пульмонология,
8261,021729,ФПП,ИНПО,Психолого-педагогический,филология (немецкий язык),
8261,44.03.05,ОПП,ИНПО,Отделение педагогики и психологии,Педагогическое образование (с двумя профилями подготовки),Английский язык и немецкий язык
8261,021700,ФПП,ИНПО,Психолого-педагогический,филология,педагогика и психология
8261,050303,ФПП,ИНПО,Психолого-педагогический,Иностранный язык,"Иностранный язык(английский), второй иностранный язык"
8262,021728,ФПП,ИНПО,Психолого-педагогический,филология (английский язык),
8262,050303,ФПП,ИНПО,Психолого-педагогический,Иностранный язык,"Иностранный язык(немецкий), второй иностранный язык"
8262,44.03.05,ОПП,ИНПО,Отделение педагогики и психологии,Педагогическое образование (с двумя профилями подготовки),Немецкий язык и английский язык
8263,021728,ФПП,ИНПО,Психолого-педагогический,филология (английский язык),
8263,050303,ФПП,ИНПО,Психолого-педагогический,Иностранный язык,"Иностранный язык(английский), педагогика и психология"
826О,31.08.46,ОРД,АСППВ,Клиническая ординатура,Ревматология,
8271,522000,ФЭК,ИЭУ,Экономики,коммерция,
8271,061400,ФЭК,ИЭУ,Экономики,коммерция,
8271,080301,ФЭК,ИЭУ,Экономики,Коммерция (торговое дело),
8272,522000,ФЭК,ИЭУ,Экономики,коммерция,
827О,31.08.49,ОРД,АСППВ,Клиническая ординатура,Терапия,
8281,021100,ЮФ,ИГУМ,Юридический,юриспруденция,
8281,40.03.01,ФЮР,ИЮР,Юридический,Юриспруденция,
8281,030501,ФЮР,ИЮР,Юридический,Юриспруденция,
8282,030501,ФЮР,ИЮР,Юридический,Юриспруденция,
8282,40.03.01,ФЮР,ИЮР,Юридический,Юриспруденция,
8282,021100,ЮФ,ИГУМ,Юридический,юриспруденция,
8283,021100,ЮФ,ИГУМ,Юридический,юриспруденция,
8283,030501,ФЮР,ИЮР,Юридический,Юриспруденция,
8283,40.03.01,ФЮР,ИЮР,Юридический,Юриспруденция,
8284,021100,ЮФ,ИГУМ,Юридический,юриспруденция,
8284,030501,ФЮР,ИЮР,Юридический,Юриспруденция,
8285,021100,ЮФ,ИГУМ,Юридический,юриспруденция,
8285,030501,ФЮР,ИЮР,Юридический,Юриспруденция,
8286,021100,ЮФ,ИГУМ,Юридический,юриспруденция,
8286,030501,ФЮР,ИЮР,Юридический,Юриспруденция,
8286,40.04.01,ФЮР,ИЮР,Юридический,Юриспруденция,"Судебная деятельность, прокурорская деятельность, правозащитная и правоохранительная деятельность"
8287,021100,ЮФ,ИГУМ,Юридический,юриспруденция,
8287,021100,СамФ,САМАРА,Самарский филиал,юриспруденция,
8289,40.04.01,ФЮР,ИЮР,Юридический,Юриспруденция,"Судебная деятельность, прокурорская деятельность, правозащитная и правоохранительная деятельность"
8291,030101,ФФС,ИГУМ,Философский,Философия,
8291,020100,ФФС,ИГУМ,Философский,философия,
8291,030100,ФФС,ИГУМ,Философский,Философия,
8292,030100,ФФС,ИГУМ,Философский,Философия,
829О,31.08.54,ОРД,АСППВ,Клиническая ординатура,Общая врачебная практика (семейная медицина),
8301,020801,ОЕНПР,ИСХПР,Отделение естественных наук и природных ресурсов,Экология,
8301,013100,ФЕНПР,ИСХПР,Естественных наук и природных ресурсов,экология,
8301,05.03.06,ОЕНПР,ИСХПР,Отделение естественных наук и природных ресурсов,Экология и природопользование,
830О,31.08.57,ОРД,АСППВ,Клиническая ординатура,Онкология,
8311,01.03.02,ОИНФ,ИЭИС,Отделение информатики,Прикладная математика и информатика,
8311,010501,ОИНФ,ИЭИС,Отделение информатики,Прикладная математика и информатика,математическое и программное обеспечение вычислительных машин
8311,010200,ИЭИС,ИЭИС,Институт электронных и информационных систем,прикладная математика и информатика,
8312,01.04.02,ОИНФ,ИЭИС,Отделение информатики,Прикладная математика и информатика,Прикладной анализ данных
8312,010400,ОИНФ,ИЭИС,Отделение информатики,Прикладная математика и информатика,
8319,01.04.02,ОИНФ,ИЭИС,Отделение информатики,Прикладная математика и информатика,Прикладной анализ данных
831О,31.08.58,ОРД,АСППВ,Клиническая ординатура,Оториноларингология,
8321,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,
8321,040100,ЛФ,ИМО,ЛЕЧЕБНЫЙ ФАКУЛЬТЕТ,лечебное дело,
8321,060101,ФЛЕЧ,ИМО,Лечебный,Лечебное дело,
8322,060101,ФЛЕЧ,ИМО,Лечебный,Лечебное дело,
8322,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,
8322,040100,ЛФ,ИМО,ЛЕЧЕБНЫЙ ФАКУЛЬТЕТ,лечебное дело,
8323,040100,ЛФ,ИМО,ЛЕЧЕБНЫЙ ФАКУЛЬТЕТ,лечебное дело,
8323,060101,ФЛЕЧ,ИМО,Лечебный,Лечебное дело,
8323,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,
8324,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,
8324,060101,ФЛЕЧ,ИМО,Лечебный,Лечебное дело,
8325,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,
8326,31.05.01,ОЛД,ИМО,Отделение лечебного дела,Лечебное дело,
832О,31.08.59,ОРД,АСППВ,Клиническая ординатура,Офтальмология,
8331,040600,ЛФ,ИМО,ЛЕЧЕБНЫЙ ФАКУЛЬТЕТ,сестринское дело,
8331,060109,ФЛЕЧ,ИМО,Лечебный,Сестринское дело,
8332,060109,ФЛЕЧ,ИМО,Лечебный,Сестринское дело,
833О,31.08.67,ОРД,АСППВ,Клиническая ординатура,Хирургия,
8341,190600,ИЭИС,ИЭИС,Институт электронных и информационных систем,инженерное дело в медико-биологической практике,
834О,31.08.68,ОРД,АСППВ,Клиническая ординатура,Урология,
8351,071500,ИЭИС,ИЭИС,Институт электронных и информационных систем,радиофизика и электроника,
8351,080504,ФУПР,ИЭУ,Управления,Государственное и муниципальное управление,
8351,38.03.04,ОУПР,ИЦЭУС,Отделение управления,Государственное и муниципальное управление,
835О,31.08.73,ОРД,АСППВ,Клиническая ординатура,Стоматология терапевтическая,
8361,44.03.02,ОПП,ИНПО,Отделение педагогики и психологии,Психолого-педагогическое образование,Социальная педагогика и психология
8361,050706,ФПП,ИНПО,Психолого-педагогический,Педагогика и психология,
8362,050400,ФПП,ИНПО,Психолого-педагогический,Психолого-педагогическое образование,Школьная психология
8362,44.04.02,ОПП,ИНПО,Отделение педагогики и психологии,Психолого-педагогическое образование,Психология и педагогика инклюзивного образования
8365,44.04.02,ОПП,ИНПО,Отделение педагогики и психологии,Психолого-педагогическое образование,Менеджмент воспитания
8367,44.04.02,ОПП,ИНПО,Отделение педагогики и психологии,Психолого-педагогическое образование,Менеджмент воспитания
8368,44.04.02,ОПП,ИНПО,Отделение педагогики и психологии,Психолого-педагогическое образование,Школьная психология
8369,44.04.02,ОПП,ИНПО,Отделение педагогики и психологии,Психолого-педагогическое образование,Психология и педагогика инклюзивного образования
8369,44.04.01,ОПП,ИНПО,Отделение педагогики и психологии,Педагогическое образование,Педагогика и психология основного и среднего общего образования
836О,31.08.74,ОРД,АСППВ,Клиническая ординатура,Стоматология хирургическая,
8371,290200,ФАИС,ИПТ,"Архитектуры, искусств и строительства",дизайн архитектурной среды,
8371,270302,ОАД,ИПТ,Архитектурно-дизайнерское отделение,Дизайн архитектурной среды,
8371,07.03.03,ОАД,ИПТ,Архитектурно-дизайнерское отделение,Дизайн архитектурной среды,Проектирование городской среды
837О,31.08.75,ОРД,АСППВ,Клиническая ординатура,Стоматология ортопедическая,
8381,290500,ФАИС,ИПТ,"Архитектуры, искусств и строительства",городское строительство и хозяйство,
